name,address,lat,lon
,3710 N NC 111 AND 903 HWY ALBERTSON NC 28508,35.05658,-77.81856
,1291 HALLSVILLE RD BEULAVILLE NC 28518,34.9072,-77.83138
,165 AGRICULTURE DR KENANSVILLE NC 28349,34.95087,-77.97895
,4486 S NC 41 HWY WALLACE NC 28466,34.78161,-77.91037
,108 TAYLOR ST MAGNOLIA NC 28453,34.89564,-78.05516
,216 NE RAILROAD ST WALLACE NC 28466,34.73713,-77.99648
,510 E MAIN ST ROSE HILL NC 28458,34.82652,-78.0219
,2598 N NC 111 HWY PINK HILL NC 28572,35.05285,-77.81772
,529 E SOUTHERLAND ST WALLACE NC 28466,34.73864,-77.98888
,112 W BAY ST WARSAW NC 28398,34.99801,-78.09213
,2440 SUMMERLINS CROSSROAD RD MT OLIVE NC 28365,35.11272,-77.98165
,508 E MAIN ST BEULAVILLE NC 28518,34.92212,-77.76841
,109 S EAST CENTER ST CALYPSO NC 28325,35.15302,-78.10544
,4925 S NC 50 HWY CHINQUAPIN NC 28521,34.67077,-77.70929
,1416 CEDAR FORK RD BEULAVILLE NC 28518,34.87449,-77.70193
,494 CLINIC CIRCLE DR ROSE HILL NC 28458,34.82447,-77.92886
,2800 S NC 41 & 50 HWY CHINQUAPIN NC 28521,34.83165,-77.82032
,184 PARK CIR FAISON NC 28341,35.11877,-78.13907
,1794 RED HILL RD MT OLIVE NC 28365,35.11308,-77.87375
